Planet Name,Kepler ID,KOI Name,Alt Name,RA (J2000),Dec (J2000),Planet temp,Planet Radius,Transit duration,Period,Impact Parameter,Inclination,Provenance,a/R,Transit Number,Transit Model,Time of transit,Transit Depth,Semi-major Axis,r/R,r/R err1,Age,Stellar Mass,Stellar Radius,Stellar Teff,Logg,KEP Mag,g Mag,r Mag,i Mag,z Mag,J Mag,H Mag,K Mag,KOI List,Last Update,KOI Vet Date
string,integer,string,string,ra,dec,integer,float,float,float,float,float,string,float,integer,string,float,real,float,float,float,float,float,float,integer,float,float,float,float,float,float,float,float,float,string,string,datetime
Kepler-281 b,8630788,K01258.02,Kepler-281 b,19 36 25.964,+44 46 14.52,676,2.200,5.635,14.646,0.645,87.660,Pinsonneault,15.800,,Mandel and Agol (2002 ApJ 580 171),136.521,620.0,0.115,0.024,5.800e-4,0.600,0.943,0.840,5675,4.570,15.773,16.345,15.722,15.528,15.439,14.500,14.160,13.994,YES,2014-02-26,2014-06-10 00:00:00
Kepler-281 c,8630788,K01258.01,Kepler-281 c,19 36 25.964,+44 46 14.52,499,4.900,6.766,36.338,0.782,88.240,Pinsonneault,29.000,,Mandel and Agol (2002 ApJ 580 171),160.397,2863.0,0.211,0.054,6.200e-4,0.600,0.943,0.840,5675,4.570,15.773,16.345,15.722,15.528,15.439,14.500,14.160,13.994,YES,2014-02-26,2014-06-10 00:00:00
Kepler-282 b,8609450,K01278.03,Kepler-282 b,18 58 42.546,+44 47 51.65,910,1.290,3.672,9.221,0.795,85.940,Pinsonneault,12.000,,Mandel and Agol (2002 ApJ 580 171),138.001,134.0,0.088,0.012,8.400e-4,0.400,1.082,0.990,6144,4.480,15.204,15.632,15.164,15.020,14.971,14.080,13.718,13.650,YES,2014-02-26,2013-12-19 00:00:00
Kepler-282 c,8609450,K01278.04,Kepler-282 c,18 58 42.546,+44 47 51.65,796,1.330,5.348,13.639,0.620,87.660,Pinsonneault,15.600,,Mandel and Agol (2002 ApJ 580 171),141.765,159.0,0.115,0.012,7.100e-4,0.400,1.082,0.990,6144,4.480,15.204,15.632,15.164,15.020,14.971,14.080,13.718,13.650,YES,2014-02-26,2013-12-19 00:00:00
Kepler-282 d,8609450,K01278.01,Kepler-282 d,18 58 42.546,+44 47 51.65,653,2.460,5.543,24.804,0.763,88.240,Pinsonneault,23.300,,Mandel and Agol (2002 ApJ 580 171),145.101,514.0,0.171,0.023,6.200e-4,0.400,1.082,0.990,6144,4.480,15.204,15.632,15.164,15.020,14.971,14.080,13.718,13.650,YES,2013-12-18,2013-12-19 00:00:00
Kepler-282 e,8609450,K01278.02,Kepler-282 e,18 58 42.546,+44 47 51.65,538,3.100,6.642,44.347,0.778,88.810,Pinsonneault,34.300,,Mandel and Agol (2002 ApJ 580 171),161.318,803.0,0.252,0.029,6.300e-4,0.400,1.082,0.990,6144,4.480,15.204,15.632,15.164,15.020,14.971,14.080,13.718,13.650,YES,2013-12-18,2013-12-19 00:00:00
Kepler-283 b,10604335,K01298.01,Kepler-283 b,19 34 27.290,+47 50 20.40,501,2.770,2.376,11.008,0.936,86.520,Pinsonneault,16.400,,Mandel and Agol (2002 ApJ 580 171),143.227,1404.0,0.082,0.045,0.003,14.000,0.596,0.566,4327,4.710,15.847,17.023,15.819,15.344,15.046,13.927,13.263,13.139,YES,2014-02-26,2014-06-10 00:00:00
Kepler-283 c,10604335,K01298.02,Kepler-283 c,19 34 27.290,+47 50 20.40,247,2.090,6.738,92.739,0.810,89.380,Pinsonneault,68.000,,Mandel and Agol (2002 ApJ 580 171),173.315,1071.0,0.337,0.034,0.002,14.000,0.596,0.566,4327,4.710,15.847,17.023,15.819,15.344,15.046,13.927,13.263,13.139,YES,2014-02-26,2014-06-10 00:00:00
Kepler-284 b,10538176,K01301.01,Kepler-284 b,19 32 35.156,+47 43 46.74,692,2.540,2.674,12.699,0.716,88.240,Pinsonneault,26.800,,Mandel and Agol (2002 ApJ 580 171),184.988,833.0,0.104,0.029,0.001,0.500,0.923,0.820,5603,4.580,15.824,16.391,15.764,15.581,15.456,14.559,14.155,14.079,YES,2014-02-26,2013-12-19 00:00:00
Kepler-284 c,10538176,K01301.02,Kepler-284 c,19 32 35.156,+47 43 46.74,483,2.340,5.327,37.514,0.030,89.950,Pinsonneault,55.200,,Mandel and Agol (2002 ApJ 580 171),189.305,841.0,0.214,0.026,9.100e-4,0.500,0.923,0.820,5603,4.580,15.824,16.391,15.764,15.581,15.456,14.559,14.155,14.079,YES,2014-02-26,2013-12-19 00:00:00
Kepler-285 b,10730034,K01305.01,Kepler-285 b,19 25 33.816,+48 03 56.19,1092,1.270,2.163,2.634,0.480,86.520,Pinsonneault,8.400,,Mandel and Agol (2002 ApJ 580 171),134.560,271.0,0.036,0.015,7.900e-4,0.600,0.865,0.760,5381,4.610,15.173,15.780,15.096,14.913,14.764,13.887,13.435,13.319,YES,2014-02-26,2013-12-19 00:00:00
Kepler-285 c,10730034,K01305.02,Kepler-285 c,19 25 33.816,+48 03 56.19,825,1.130,2.825,6.187,0.500,88.240,Pinsonneault,14.800,,Mandel and Agol (2002 ApJ 580 171),136.632,214.0,0.063,0.014,9.300e-4,0.600,0.865,0.760,5381,4.610,15.173,15.780,15.096,14.913,14.764,13.887,13.435,13.319,YES,2014-02-26,2013-12-19 00:00:00
Kepler-286 b,10858691,K01306.01,Kepler-286 b,19 22 42.275,+48 17 39.44,1489,1.330,1.784,1.796,0.150,88.810,Pinsonneault,7.700,,Mandel and Agol (2002 ApJ 580 171),133.335,205.0,0.029,0.013,6.000e-4,0.500,1.030,0.930,5969,4.510,15.587,16.082,15.533,15.374,15.265,14.388,14.058,14.121,YES,2014-02-26,2013-12-19 00:00:00
Kepler-286 c,10858691,K01306.02,Kepler-286 c,19 22 42.275,+48 17 39.44,1196,1.490,2.240,3.468,0.070,89.950,Pinsonneault,12.000,,Mandel and Agol (2002 ApJ 580 171),136.008,260.0,0.045,0.015,6.600e-4,0.500,1.030,0.930,5969,4.510,15.587,16.082,15.533,15.374,15.265,14.388,14.058,14.121,YES,2014-02-26,2013-12-19 00:00:00
Kepler-286 d,10858691,K01306.03,Kepler-286 d,19 22 42.275,+48 17 39.44,995,1.460,2.563,5.914,0.300,88.810,Pinsonneault,17.100,,Mandel and Agol (2002 ApJ 580 171),133.490,247.0,0.065,0.014,7.900e-4,0.500,1.030,0.930,5969,4.510,15.587,16.082,15.533,15.374,15.265,14.388,14.058,14.121,YES,2014-02-26,2013-12-19 00:00:00
Kepler-286 e,10858691,K01306.04,Kepler-286 e,19 22 42.275,+48 17 39.44,587,1.780,4.026,29.221,0.480,89.380,Pinsonneault,50.000,,Mandel and Agol (2002 ApJ 580 171),139.328,353.0,0.187,0.018,0.001,0.500,1.030,0.930,5969,4.510,15.587,16.082,15.533,15.374,15.265,14.388,14.058,14.121,YES,2014-02-26,2013-12-19 00:00:00
Kepler-287 b,10973814,K01307.02,Kepler-287 b,19 23 42.590,+48 26 36.78,677,2.600,2.319,20.342,0.850,88.810,Pinsonneault,38.000,,Mandel and Agol (2002 ApJ 580 171),137.696,516.0,0.142,0.024,0.005,7.600,0.930,1.000,5779,4.400,14.775,15.296,14.713,14.551,14.454,13.542,13.201,13.135,YES,2014-02-26,2013-12-19 00:00:00
Kepler-287 c,10973814,K01307.01,Kepler-287 c,19 23 42.590,+48 26 36.78,520,3.100,3.533,44.852,0.780,89.380,Pinsonneault,65.000,,Mandel and Agol (2002 ApJ 580 171),172.462,785.0,0.241,0.028,0.006,7.600,0.930,1.000,5779,4.400,14.775,15.296,14.713,14.551,14.454,13.542,13.201,13.135,YES,2014-02-26,2013-12-19 00:00:00
Kepler-288 b,4455231,K01332.02,Kepler-288 b,19 15 39.946,+39 35 40.96,1035,1.640,3.531,6.097,0.140,89.380,KIC,13.300,,Mandel and Agol (2002 ApJ 580 171),354.062,208.0,0.067,0.013,8.400e-4,,1.080,1.150,5661,4.350,15.151,15.691,15.120,14.919,14.815,14.000,13.662,13.587,YES,2014-02-26,2014-06-10 00:00:00
Kepler-288 c,4455231,K01332.01,Kepler-288 c,19 15 39.946,+39 35 40.96,703,3.080,4.244,19.306,0.610,88.810,KIC,28.600,,Mandel and Agol (2002 ApJ 580 171),373.192,660.0,0.145,0.025,0.001,,1.080,1.150,5661,4.350,15.151,15.691,15.120,14.919,14.815,14.000,13.662,13.587,YES,2014-02-26,2014-06-10 00:00:00
Kepler-288 d,4455231,K01332.03,Kepler-288 d,19 15 39.946,+39 35 40.96,492,2.870,6.082,56.634,0.610,89.380,KIC,59.000,,Mandel and Agol (2002 ApJ 580 171),135.547,572.0,0.296,0.023,0.001,,1.080,1.150,5661,4.350,15.151,15.691,15.120,14.919,14.815,14.000,13.662,13.587,YES,2014-02-26,2014-06-10 00:00:00
Kepler-289 b,7303287,K01353.02,Kepler-289 b,19 49 51.680,+42 52 58.22,755,3.800,3.377,34.544,0.825,88.810,Pinsonneault,47.000,,Mandel and Agol (2002 ApJ 580 171),132.688,428.0,0.219,0.021,6.600e-4,4.700,1.170,1.640,6260,4.080,13.956,14.403,13.921,13.764,13.691,12.861,12.596,12.508,YES,2014-02-26,2014-06-10 00:00:00
Kepler-289 c,7303287,K01353.01,Kepler-289 c,19 49 51.680,+42 52 58.22,491,18.600,9.059,125.865,0.343,89.950,Pinsonneault,111.400,,Mandel and Agol (2002 ApJ 580 171),236.658,12588.0,0.518,0.104,4.300e-4,4.700,1.170,1.640,6260,4.080,13.956,14.403,13.921,13.764,13.691,12.861,12.596,12.508,YES,2014-02-26,2014-06-10 00:00:00
Kepler-29 b,10358759,K00738.01,Kepler-29 b,19 53 23.599,+47 29 28.43,825,3.800,3.648,10.338,0.926,84.800,Pinsonneault,10.200,,Mandel and Agol (2002 ApJ 580 171),170.415,1166.0,0.094,0.038,8.800e-4,0.300,1.028,0.920,5966,4.520,15.282,15.793,15.239,15.063,14.953,14.131,13.673,13.657,YES,2013-03-05,2013-12-19 00:00:00
Kepler-29 c,10358759,K00738.02,Kepler-29 c,19 53 23.599,+47 29 28.43,759,3.500,3.844,13.290,0.929,85.370,Pinsonneault,12.100,,Mandel and Agol (2002 ApJ 580 171),172.060,951.0,0.111,0.034,9.900e-4,0.300,1.028,0.920,5966,4.520,15.282,15.793,15.239,15.063,14.953,14.131,13.673,13.657,YES,2013-03-05,2013-12-19 00:00:00
Kepler-290 b,7102227,K01360.02,Kepler-290 b,19 05 38.401,+42 40 53.58,575,2.220,2.446,14.590,0.660,88.810,Pinsonneault,35.900,,Mandel and Agol (2002 ApJ 580 171),141.928,906.0,0.108,0.029,0.004,1.100,0.798,0.700,5115,4.650,15.596,16.302,15.511,15.293,15.134,14.054,13.583,13.452,YES,2014-02-26,2013-12-19 00:00:00
Kepler-290 c,7102227,K01360.01,Kepler-290 c,19 05 38.401,+42 40 53.58,422,2.530,4.330,36.770,0.120,89.950,Pinsonneault,67.000,,Mandel and Agol (2002 ApJ 580 171),164.296,1381.0,0.201,0.033,0.005,1.100,0.798,0.700,5115,4.650,15.596,16.302,15.511,15.293,15.134,14.054,13.583,13.452,YES,2014-02-26,2013-12-19 00:00:00
Kepler-291 b,6936909,K01363.01,Kepler-291 b,19 11 39.924,+42 26 14.29,1164,2.070,2.257,3.547,0.610,86.520,Pinsonneault,9.800,,Mandel and Agol (2002 ApJ 580 171),134.900,474.0,0.046,0.021,0.002,0.300,1.010,0.910,5934,4.530,15.934,16.435,15.855,15.719,15.640,14.688,14.337,14.150,YES,2014-02-26,2013-12-19 00:00:00
Kepler-291 c,6936909,K01363.02,Kepler-291 c,19 11 39.924,+42 26 14.29,994,1.760,1.679,5.701,0.880,86.520,Pinsonneault,13.500,,Mandel and Agol (2002 ApJ 580 171),132.686,273.0,0.063,0.018,0.002,0.300,1.010,0.910,5934,4.530,15.934,16.435,15.855,15.719,15.640,14.688,14.337,14.150,YES,2014-02-26,2013-12-19 00:00:00
Kepler-292 b,6962977,K01364.05,Kepler-292 b,19 43 03.875,+42 25 27.40,1205,1.540,2.202,2.581,0.887,78.500,Pinsonneault,4.500,,Mandel and Agol (2002 ApJ 580 171),171.567,217.0,0.035,0.016,0.001,10.900,0.834,0.880,5447,4.470,15.956,16.626,15.890,15.669,15.526,14.537,14.077,13.970,YES,2014-02-26,2013-12-19 00:00:00
Kepler-292 c,6962977,K01364.04,Kepler-292 c,19 43 03.875,+42 25 27.40,1075,1.880,2.477,3.715,0.890,81.360,Pinsonneault,5.800,,Mandel and Agol (2002 ApJ 580 171),169.798,323.0,0.044,0.019,0.001,10.900,0.834,0.880,5447,4.470,15.956,16.626,15.890,15.669,15.526,14.537,14.077,13.970,YES,2014-02-26,2013-12-19 00:00:00
Kepler-292 d,6962977,K01364.02,Kepler-292 d,19 43 03.875,+42 25 27.40,864,2.700,3.419,7.056,0.863,84.220,Pinsonneault,8.900,,Mandel and Agol (2002 ApJ 580 171),181.911,703.0,0.068,0.028,9.000e-4,10.900,0.834,0.880,5447,4.470,15.956,16.626,15.890,15.669,15.526,14.537,14.077,13.970,YES,2014-02-26,2013-12-19 00:00:00
Kepler-292 e,6962977,K01364.03,Kepler-292 e,19 43 03.875,+42 25 27.40,727,2.500,4.056,11.979,0.862,85.940,Pinsonneault,12.600,,Mandel and Agol (2002 ApJ 580 171),178.979,618.0,0.096,0.026,0.001,10.900,0.834,0.880,5447,4.470,15.956,16.626,15.890,15.669,15.526,14.537,14.077,13.970,YES,2014-02-26,2013-12-19 00:00:00
Kepler-292 f,6962977,K01364.01,Kepler-292 f,19 43 03.875,+42 25 27.40,602,3.000,4.675,20.834,0.882,87.090,Pinsonneault,18.300,,Mandel and Agol (2002 ApJ 580 171),186.031,858.0,0.140,0.032,0.001,10.900,0.834,0.880,5447,4.470,15.956,16.626,15.890,15.669,15.526,14.537,14.077,13.970,YES,2014-02-26,2013-12-19 00:00:00
Kepler-293 b,6932987,K01366.01,Kepler-293 b,19 05 25.935,+42 24 23.43,624,2.600,4.596,19.254,0.130,89.950,Pinsonneault,33.000,,Mandel and Agol (2002 ApJ 580 171),164.780,995.0,0.138,0.028,0.002,0.500,0.953,0.850,5714,4.560,15.368,15.903,15.295,15.138,15.087,14.098,13.781,13.661,YES,2014-02-26,2014-06-10 00:00:00
Kepler-293 c,6932987,K01366.02,Kepler-293 c,19 05 25.935,+42 24 23.43,442,3.200,3.891,54.158,0.830,89.380,Pinsonneault,65.000,,Mandel and Agol (2002 ApJ 580 171),172.351,1119.0,0.276,0.035,0.003,0.500,0.953,0.850,5714,4.560,15.368,15.903,15.295,15.138,15.087,14.098,13.781,13.661,YES,2014-02-26,2014-06-10 00:00:00
Kepler-294 b,9455556,K01396.02,Kepler-294 b,19 09 34.080,+46 03 33.52,1129,1.740,2.623,3.701,0.720,84.800,Pinsonneault,7.800,,Mandel and Agol (2002 ApJ 580 171),180.269,323.0,0.047,0.018,0.002,0.600,0.994,0.890,5870,4.530,15.843,16.362,15.788,15.620,15.570,14.568,14.264,14.172,YES,2014-02-26,2013-12-19 00:00:00
Kepler-294 c,9455556,K01396.01,Kepler-294 c,19 09 34.080,+46 03 33.52,932,2.700,3.282,6.626,0.710,86.520,Pinsonneault,11.500,,Mandel and Agol (2002 ApJ 580 171),183.989,778.0,0.069,0.027,0.002,0.600,0.994,0.890,5870,4.530,15.843,16.362,15.788,15.620,15.570,14.568,14.264,14.172,YES,2014-02-26,2013-12-19 00:00:00
Kepler-295 b,9006449,K01413.01,Kepler-295 b,19 01 22.998,+45 22 04.00,752,1.530,8.668,12.645,0.755,84.220,Pinsonneault,7.600,,Mandel and Agol (2002 ApJ 580 171),138.642,226.0,0.102,0.015,3.000e-4,8.800,0.885,0.940,5631,4.440,14.447,14.990,14.400,14.214,14.131,13.145,12.763,12.717,YES,2014-02-26,2013-12-19 00:00:00
Kepler-295 c,9006449,K01413.02,Kepler-295 c,19 01 22.998,+45 22 04.00,631,1.420,8.615,21.527,0.841,85.370,Pinsonneault,10.900,,Mandel and Agol (2002 ApJ 580 171),132.285,180.0,0.145,0.014,4.400e-4,8.800,0.885,0.940,5631,4.440,14.447,14.990,14.400,14.214,14.131,13.145,12.763,12.717,YES,2014-02-26,2013-12-19 00:00:00
Kepler-295 d,9006449,K01413.03,Kepler-295 d,19 01 22.998,+45 22 04.00,541,1.720,6.511,33.885,0.948,86.520,Pinsonneault,14.700,,Mandel and Agol (2002 ApJ 580 171),159.989,212.0,0.197,0.017,7.700e-4,8.800,0.885,0.940,5631,4.440,14.447,14.990,14.400,14.214,14.131,13.145,12.763,12.717,YES,2014-02-26,2013-12-19 00:00:00
Kepler-296 b,11497958,K01422.03,Kepler-296 b,19 06 09.602,+49 26 14.38,434,1.530,1.665,10.864,0.700,88.810,Pinsonneault,37.000,,Mandel and Agol (2002 ApJ 580 171),131.131,820.0,0.077,0.028,0.005,13.900,0.516,0.500,3862,4.750,15.921,17.617,16.090,15.194,14.726,13.391,12.807,12.600,YES,2014-02-26,2014-06-10 00:00:00
Kepler-296 c,11497958,K01422.01,Kepler-296 c,19 06 09.602,+49 26 14.38,533,1.890,1.844,5.842,0.180,89.380,Pinsonneault,24.700,,Mandel and Agol (2002 ApJ 580 171),135.922,1423.0,0.051,0.035,0.010,13.900,0.516,0.500,3862,4.750,15.921,17.617,16.090,15.194,14.726,13.391,12.807,12.600,YES,2014-02-26,2014-06-10 00:00:00
Kepler-296 d,11497958,K01422.02,Kepler-296 d,19 06 09.602,+49 26 14.38,355,1.990,2.741,19.850,0.240,89.950,Pinsonneault,56.000,,Mandel and Agol (2002 ApJ 580 171),133.650,1567.0,0.115,0.036,0.011,13.900,0.516,0.500,3862,4.750,15.921,17.617,16.090,15.194,14.726,13.391,12.807,12.600,YES,2014-02-26,2014-06-10 00:00:00
Kepler-296 e,11497958,K01422.05,Kepler-296 e,19 06 09.602,+49 26 14.38,297,1.400,3.341,34.142,0.020,89.950,Pinsonneault,80.000,,Mandel and Agol (2002 ApJ 580 171),136.036,787.0,0.165,0.026,0.008,13.900,0.516,0.500,3862,4.750,15.921,17.617,16.090,15.194,14.726,13.391,12.807,12.600,YES,2014-02-26,2014-06-10 00:00:00
Kepler-296 f,11497958,K01422.04,Kepler-296 f,19 06 09.602,+49 26 14.38,241,1.610,3.605,63.338,0.500,89.950,Pinsonneault,121.000,,Mandel and Agol (2002 ApJ 580 171),162.593,979.0,0.249,0.029,0.009,13.900,0.516,0.500,3862,4.750,15.921,17.617,16.090,15.194,14.726,13.391,12.807,12.600,YES,2014-02-26,2014-06-10 00:00:00
Kepler-297 b,11122894,K01426.01,Kepler-297 b,18 52 50.200,+48 46 39.51,575,3.200,6.048,38.871,0.010,89.950,Pinsonneault,50.500,,Mandel and Agol (2002 ApJ 580 171),171.291,941.0,0.230,0.028,3.200e-4,1.900,1.070,1.040,6138,4.430,14.232,14.628,14.158,14.063,13.985,13.122,12.785,12.780,YES,2014-02-26,2014-06-10 00:00:00
Kepler-297 c,11122894,K01426.02,Kepler-297 c,18 52 50.200,+48 46 39.51,463,7.700,4.871,74.920,0.835,89.380,Pinsonneault,78.200,,Mandel and Agol (2002 ApJ 580 171),125.037,4311.0,0.355,0.068,6.700e-4,1.900,1.070,1.040,6138,4.430,14.232,14.628,14.158,14.063,13.985,13.122,12.785,12.780,YES,2014-02-26,2014-06-10 00:00:00
Kepler-298 b,11176127,K01430.01,Kepler-298 b,18 52 09.551,+48 49 31.29,571,2.240,2.345,10.475,0.730,88.240,Pinsonneault,25.000,,Mandel and Agol (2002 ApJ 580 171),152.643,1062.0,0.082,0.032,0.008,14.000,0.660,0.635,4655,4.650,15.415,16.345,15.372,15.017,14.834,13.718,13.139,13.075,YES,2014-02-26,2014-06-10 00:00:00
Kepler-298 c,11176127,K01430.02,Kepler-298 c,18 52 09.551,+48 49 31.29,440,2.580,2.022,22.929,0.920,88.810,Pinsonneault,42.000,,Mandel and Agol (2002 ApJ 580 171),143.856,1031.0,0.138,0.037,0.008,14.000,0.660,0.635,4655,4.650,15.415,16.345,15.372,15.017,14.834,13.718,13.139,13.075,YES,2014-02-26,2014-06-10 00:00:00
Kepler-298 d,11176127,K01430.03,Kepler-298 d,18 52 09.551,+48 49 31.29,294,2.550,4.822,77.481,0.690,89.380,Pinsonneault,95.000,,Mandel and Agol (2002 ApJ 580 171),184.218,1426.0,0.310,0.037,0.009,14.000,0.660,0.635,4655,4.650,15.415,16.345,15.372,15.017,14.834,13.718,13.139,13.075,YES,2014-02-26,2014-06-10 00:00:00
Kepler-299 b,11014932,K01432.03,Kepler-299 b,18 52 49.673,+48 34 49.81,1229,1.190,2.527,2.927,0.330,87.660,Pinsonneault,8.500,,Mandel and Agol (2002 ApJ 580 171),133.834,174.0,0.040,0.012,5.600e-4,0.400,1.001,0.900,5885,4.530,15.017,15.493,14.961,14.813,14.765,13.875,13.510,13.436,YES,2014-02-26,2013-12-19 00:00:00
Kepler-299 c,11014932,K01432.01,Kepler-299 c,18 52 49.673,+48 34 49.81,922,1.890,3.354,6.886,0.350,88.810,Pinsonneault,15.000,,Mandel and Agol (2002 ApJ 580 171),138.413,437.0,0.071,0.019,6.200e-4,0.400,1.001,0.900,5885,4.530,15.017,15.493,14.961,14.813,14.765,13.875,13.510,13.436,YES,2014-02-26,2013-12-19 00:00:00
Kepler-299 d,11014932,K01432.02,Kepler-299 d,18 52 49.673,+48 34 49.81,712,1.570,4.390,15.055,0.320,89.380,Pinsonneault,25.300,,Mandel and Agol (2002 ApJ 580 171),144.584,303.0,0.119,0.016,7.500e-4,0.400,1.001,0.900,5885,4.530,15.017,15.493,14.961,14.813,14.765,13.875,13.510,13.436,YES,2014-02-26,2013-12-19 00:00:00
Kepler-299 e,11014932,K01432.04,Kepler-299 e,18 52 49.673,+48 34 49.81,520,1.640,5.408,38.284,0.520,89.380,Pinsonneault,47.000,,Mandel and Agol (2002 ApJ 580 171),143.317,318.0,0.223,0.017,9.800e-4,0.400,1.001,0.900,5885,4.530,15.017,15.493,14.961,14.813,14.765,13.875,13.510,13.436,YES,2014-02-26,2013-12-19 00:00:00
Kepler-3 b,10748390,K00003.01,HAT-P-11 b,19 50 50.244,+48 04 51.07,794,4.680,2.368,4.888,0.029,89.950,SPC,16.680,,Mandel and Agol (2002 ApJ 580 171),124.813,4323.0,0.052,0.058,3.700e-4,9.000,0.786,0.742,4766,4.590,9.174,10.665,9.479,,,7.608,7.131,7.009,YES,2013-03-05,2013-12-19 00:00:00
Kepler-30 b,3832474,K00806.03,Kepler-30 b,19 01 08.071,+38 56 50.21,544,1.370,4.661,29.165,0.640,88.810,SME,37.700,,Mandel and Agol (2002 ApJ 580 171),150.692,200.0,0.184,0.013,0.002,4.800,0.969,0.940,5461,4.480,15.403,16.048,15.349,15.126,15.017,13.997,13.618,13.581,YES,2013-03-05,2013-10-25 00:00:00
Kepler-30 c,3832474,K00806.02,Kepler-30 c,19 01 08.071,+38 56 50.21,428,14.000,7.075,60.323,0.637,89.380,SME,61.300,,Mandel and Agol (2002 ApJ 580 171),243.906,19997.0,0.298,0.136,8.100e-4,4.800,0.969,0.940,5461,4.480,15.403,16.048,15.349,15.126,15.017,13.997,13.618,13.581,YES,2013-03-05,2014-06-10 00:00:00
Kepler-30 d,3832474,K00806.01,Kepler-30 d,19 01 08.071,+38 56 50.21,321,9.370,9.512,143.215,0.540,89.950,SME,109.100,,Mandel and Agol (2002 ApJ 580 171),154.209,9510.0,0.530,0.091,6.500e-4,4.800,0.969,0.940,5461,4.480,15.403,16.048,15.349,15.126,15.017,13.997,13.618,13.581,YES,2013-03-05,2014-06-10 00:00:00
Kepler-300 b,11037335,K01435.02,Kepler-300 b,19 41 09.287,+48 35 58.99,828,2.150,2.495,10.446,0.937,85.940,Pinsonneault,13.000,,Mandel and Agol (2002 ApJ 580 171),133.278,346.0,0.095,0.021,6.200e-4,0.300,1.035,0.930,5993,4.510,14.201,14.644,14.155,14.012,13.965,13.113,12.803,12.742,YES,2014-02-26,2013-12-19 00:00:00
Kepler-300 c,11037335,K01435.01,Kepler-300 c,19 41 09.287,+48 35 58.99,527,2.260,8.649,40.715,0.491,89.380,Pinsonneault,32.300,,Mandel and Agol (2002 ApJ 580 171),146.565,566.0,0.234,0.022,3.300e-4,0.300,1.035,0.930,5993,4.510,14.201,14.644,14.155,14.012,13.965,13.113,12.803,12.742,YES,2014-02-26,2013-12-19 00:00:00
Kepler-301 b,11389771,K01436.01,Kepler-301 b,18 55 55.913,+49 13 58.76,1283,1.410,2.382,2.509,0.660,84.220,Pinsonneault,6.300,,Mandel and Agol (2002 ApJ 580 171),135.009,219.0,0.036,0.014,9.100e-4,2.400,0.970,0.900,5811,4.510,14.271,14.759,14.229,14.061,14.013,13.146,12.824,12.706,YES,2014-02-26,2013-12-19 00:00:00
Kepler-301 c,11389771,K01436.03,Kepler-301 c,18 55 55.913,+49 13 58.76,994,1.500,2.316,5.419,0.830,85.370,Pinsonneault,10.500,,Mandel and Agol (2002 ApJ 580 171),131.643,216.0,0.060,0.015,0.001,2.400,0.970,0.900,5811,4.510,14.271,14.759,14.229,14.061,14.013,13.146,12.824,12.706,YES,2014-02-26,2013-12-19 00:00:00
Kepler-301 d,11389771,K01436.02,Kepler-301 d,18 55 55.913,+49 13 58.76,731,1.900,4.046,13.751,0.690,88.240,Pinsonneault,19.400,,Mandel and Agol (2002 ApJ 580 171),144.612,399.0,0.111,0.019,0.001,2.400,0.970,0.900,5811,4.510,14.271,14.759,14.229,14.061,14.013,13.146,12.824,12.706,YES,2014-02-26,2013-12-19 00:00:00
Kepler-302 b,7898352,K01486.02,Kepler-302 b,19 37 16.077,+43 37 45.63,577,2.800,5.835,30.184,0.441,89.380,Pinsonneault,36.700,,Mandel and Agol (2002 ApJ 580 171),146.645,925.0,0.191,0.028,6.600e-4,0.500,1.021,0.920,5952,4.520,15.505,16.016,15.460,15.286,15.189,14.259,13.913,13.900,YES,2014-02-26,2014-06-10 00:00:00
Kepler-302 c,7898352,K01486.01,Kepler-302 c,19 37 16.077,+43 37 45.63,357,9.700,7.205,127.281,0.836,89.380,Pinsonneault,95.800,,Mandel and Agol (2002 ApJ 580 171),163.893,8250.0,0.499,0.096,0.001,0.500,1.021,0.920,5952,4.520,15.505,16.016,15.460,15.286,15.189,14.259,13.913,13.900,YES,2014-02-26,2014-06-10 00:00:00
Kepler-303 b,7871954,K01515.01,Kepler-303 b,18 52 32.512,+43 39 25.38,869,0.990,1.469,1.937,0.360,87.660,Pinsonneault,9.600,,Mandel and Agol (2002 ApJ 580 171),134.719,341.0,0.025,0.017,0.003,13.900,0.575,0.547,4212,4.720,14.390,15.623,14.400,13.862,13.583,12.410,11.761,11.596,YES,2014-02-26,2013-12-19 00:00:00
Kepler-303 c,7871954,K01515.02,Kepler-303 c,18 52 32.512,+43 39 25.38,561,1.490,1.192,7.061,0.890,87.660,Pinsonneault,23.000,,Mandel and Agol (2002 ApJ 580 171),136.272,503.0,0.060,0.025,0.004,13.900,0.575,0.547,4212,4.720,14.390,15.623,14.400,13.862,13.583,12.410,11.761,11.596,YES,2014-02-26,2013-12-19 00:00:00
Kepler-304 b,5371776,K01557.01,Kepler-304 b,19 37 46.025,+40 33 27.32,884,2.800,1.842,3.296,0.530,87.660,Pinsonneault,12.300,,Mandel and Agol (2002 ApJ 580 171),133.965,1769.0,0.038,0.039,0.003,14.000,0.687,0.670,4779,4.620,14.840,15.731,14.755,14.457,14.285,13.243,12.750,12.626,YES,2014-02-26,2013-12-19 00:00:00
